,character,line,episode number
8266,ELAINE, Why pass up the opportunity to go to prison? ,12
8267,GEORGE, This is by far the most exciting thing I've ever done. ,12
8268,ELAINE, Yeah. It is kind of cool. ,12
8269,GEORGE, First time in my life I've ever gotten back at someone. ,12
8270,ELAINE, I can't believe we're doing this. This is the kind of thing they do in the movies. ,12
8271,GEORGE, That's exactly what I told Jerry! ,12
8272,ELAINE, Really? ,12
8273,GEORGE," Yes!  God, I've never felt so alive! ",12
8274,JERRY, Maybe we should call this off. ,12
8275,KRAMER, Come on. What's the big deal? Just gonna put a little concrete in the washing machine. ,12
8276,JERRY, And what's gonna happen? ,12
8277,KRAMER," Well, it'll gonna mix up with the water, and then by the end of the cycle it'll be a solid block! ",12
8278,JERRY, If only you could put your mind to something worthwhile. You're like Lex Luthor. ,12
8279,KRAMER, You keep him busy. ,12
8280,KRAMER, Whoa! ,12
8281,GEORGE, You go over there - ,12
8282,ELAINE, Yeah. ,12
8283,GEORGE," You start flirting with him and I'll come by and, while you're keeping him busy, I'll slip it in his drink. ",12
8284,ELAINE, Wouldn't it be easier just to punch him in the mouth? ,12
8285,LEVITAN, Come on! They're terrible. They got no infield. ,12
8286,ELAINE, Oops!  'Scuse me. ,12
8287,LEVITAN, Yeah. ,12
8288,GREENY, I'm gonna get some food. You want some? ,12
8289,LEVITAN, Nah. ,12
8290,ELAINE, Hi. ,12
8291,LEVITAN, Hi. ,12
8292,ELAINE,  ,12
8293,LEVITAN, God bless you. ,12
8294,ELAINE," Oh! Thank you. Thank you very much.  Really. I mean that. I am not one of those people who give insincere thank you's. No sir. No sir. When I thank someone I really thank them. So, thank... yoooou! ",12
8295,LEVITAN,  You're welcome. ,12
8296,ELAINE," People don't say "" God bless you "" as much as they used to. Have you noticed that? ",12
8297,LEVITAN, No. ,12
8298,ELAINE,"  So, I'm going to a nudist colony next week. ",12
8299,LEVITAN,  Nudist colony? ,12
8300,ELAINE," Oh, yeah. Yeah. I love nudist colonies. They help me..unwind. Aah! ",12
8301,LEVITAN,  I'd never been to a nudist colony. ,12
8302,ELAINE," Oh, really? Oh, you should go. They're great. They're great. Of course, when it's over, it's - it's hard to get used to all this clothing, you know. So, a lot of times, I'll just lock the door to my office and I'll just sit there naked. ",12
8303,LEVITAN, Seriously? ,12
8304,ELAINE," Oh, yeah. I usually work naked a...couple hours a day. ",12
8305,GEORGE,"  Glenda, can I ask you a favor? Can I have this seat? ",12
8306,GLENDA,  What do you have to sit here for? There are plenty of other seats. ,12
8307,GEORGE,  I can't explain. It's very important that I sit here. ,12
8308,GLENDA,  What are you doing here anyway? I thought you were fired. ,12
8309,GEORGE,  Okay. Okay. Fine. ,12
8310,ELAINE," I cook naked, I clean....I clean naked, I drive naked. Naked. Naked. Naked. ",12
8311,LEVITAN, Who are you? ,12
8312,ELAINE," Oh, you don't wanna know, mistah. I'm trouble. Big trouble. ",12
8313,JERRY,  What about the gentle cycle? You ever use that? ,12
8314,JERRY, Do you think it's effeminate for a man to put clothes in a gentle cycle? ,12
8315,JERRY, What about fine fabrics? How do you deal with that kind of temperament? ,12
8316,JERRY, What about stone washing? You ever witness one of those? That must be something. What? Do they just pummel the jeans with rocks? ,12
8317,KRAMER, I didn't realize it was a full box. ,12
8318,GEORGE,"  I'm gonna count to three. If you don't give up the chair, the wig is coming off. ",12
8319,GLENDA, I don't' wear a wig. ,12
8320,GEORGE, One... ,12
8321,ELAINE," No. No. No. No. No. I don't really have a phone. In fact, I - I really don't have an apartment. I kinda sleep around. ",12
8322,ELAINE, I just like to have and few drinks and just let the guy do whatever he wants. Would you close your eyes for a second? I wanna tell you a secret about my bra. ,12
8323,GEORGE," Hello, Rick. ",12
8324,LEVITAN, Heh heh heh hey! Look who's here! ,12
8325,GEORGE," That's right, Ricky Boy, it's me! ",12
8326,LEVITAN," You know something, Costanza? I'm a very lucky man. ",12
8327,GEORGE, Oh! ,12
8328,LEVITAN, I've always been lucky. Things just seem to fall right in my lap. ,12
8329,GEORGE, Boom! ,12
8330,LEVITAN," You wouldn't believe it if I told you. In fact, uh, I'm glad you're here. You know, maybe I've been a little rough on ya, huh? ",12
8331,GEORGE, Oh. ,12
8332,LEVITAN," Why should we let petty, personal differences get in the way of business? I, uh, I want you to come back.  You can use my bathroom anytime you want. ",12
8333,GEORGE, You want me to come back? Uh... ,12
8334,LEVITAN," Hey! How about a toast, huh? Everybody, a toast! ",12
8335,GEORGE, Rick. ,12
8336,LEVITAN," Everyone, I wanna propose a toast to ten great years at Rick Barr Properties. ",12
8337,GEORGE," Uh, Rick.. ",12
8338,LEVITAN," And all the people in this room,  that made that possible.. ",12
8339,GEORGE, Rick. ,12
8340,LEVITAN," I'd also like to welcome back into the fold our..our little shrimpy friend, George Costanza who, although he didn't really have a very good year -- how you blew that McConnell deal, I'll never know. But, hey, what the hell, huh? We've always enjoyed his antics around the office. Heh heh. Anything you wanna add to this? ",12
8341,GEORGE, Drink up. ,12
8342,GEORGE," I like history. Civil War. Maybe I could be a professor, or something. ",12
8343,ELAINE," Well, to teach something you really have to know a lot about it. I think you need a degree. ",12
8344,JERRY, Yeah. That's true. ,12
8345,KRAMER,  Oh.,12
8346,JERRY," What?  My God, the money! The 1500! Where'd you find it? ",12
8347,KRAMER, It was in my laundry. ,12
8348,JERRY, In your laundry the whole time? I told you not to mix in our guys. What did we figure the damage on that machine would be? ,12
8349,KRAMER, It was about 1200 bucks. ,12
8350,NEWMAN, Kramer! ,12
8351,KRAMER, Oh! That's Newman. ,12
8352,NEWMAN, I'm on the roof! ,12
8353,KRAMER,"  Well, what are you waiting for? ",12
8354,JERRY," Elaine, come on, take a walk with me down to the Laundromat. I gotta pay this guy the money.. ",12
8355,GEORGE,  I like horses. Maybe I could be a stable boy. ,12
8356,KRAMER, You wanna shoot some pool tonight? ,12
8357,NEWMAN, I can't. I'm goin' to a movie. ,12
8358,GEORGE,  Nah. It's probably a union thing. ,12
8359,JERRY," People like the idea of revenge. Have you ever heard the expression 'The best revenge is living well' I've said this, in other words it means supposedly the best way to get back at someone is just by being happy and successful in your own life. Sounds nice, doesn't really work on that Charles Bronson. kinda level. You know what I mean, those movies where his whole family gets wiped out by some street scum. You think you could go up to him, 'Charlie forgot about the 357 what you need is a custom-made suit and a convertible. New carpeting, french doors, a divan. That'll show those punks.'",12
8360,JERRY," I think gum is, is one of the weirdest human inventions.  It's not a liquid, 's not a solid, 's not a food. What is it? It isn't really anything, you know. I mean, it's like a stationary bike for your jaw. Like, remember when you were in school, and teachers would get all riled up if they caught you with gum? And when you were a kid, you'd think 'What is the big deal?' But, as an adult, I can understand it, because when you're chewing gum, you don't look like you're too thrilled with anything anyone has to say.  'Oh, World War Two. That was an important historical event? Yeah, I'm sure.' 'They landed a man on the moon, nineteen sixty-nine? Yeah, right. Yeah, I buy that, teach.'",120
8361,GEORGE, You think she's happy?,120
8362,JERRY, Who?,120
8363,GEORGE,  The cashier.,120
8364,JERRY, Ruthie Cohen?,120
8365,GEORGE,  You know her name?,120
8366,JERRY, Sure.,120
8367,GEORGE, I don't think I've ever spoken to her.,120
8368,JERRY, Maybe that's why she's happy.,120
8369,KRAMER,"  Good morning, gentlemen.",120
8370,JERRY, What is this?,120
8371,KRAMER,"  Yeah, well, it's the latest offering from the Alex Theatre.",120
8372,JERRY, That stinky old movie-house?,120
8373,KRAMER,"  Well, you should smell it now. We fixed up the place.",120
8374,GEORGE,  With Spartacus?,120
8375,KRAMER,"  Well, it's a rare archival print.  Twelve extra minutes, full wide-screen CinemaScope, and if you come to the one o'clock show, you can hear Geoffrey Har-harwood.",120
8376,JERRY, Geoffrey who?,120
8377,KRAMER," Har-harwood, Jerry. He was the assistant wardrobe man on Spartacus. Some fascinating insights into the production.",120
8378,GEORGE, Why would I spend seven dollars to see a movie that I could watch on TV?,120
8379,KRAMER," Well, why go to a fine restaurant, when you can just stick something in the microwave? Why go to the park and fly a kite, when you can just pop a pill?  Listen, you guys haven't seen Lloyd Braun, have you? I'm supposed to meet him here.",120
8380,GEORGE, Lloyd Braun? What d'you have to meet him for?,120
8381,KRAMER," Well, he's using his connections in the Mayor's office, to uh, get the theatre landmark status.",120
8382,JERRY, I thought he screwed up the Dinkins campaign.,120
8383,KRAMER," Well, he did. You know, after that, he had a nervous breakdown? Had to spend a few months in an institution.",120
8384,GEORGE, Really?,120
8385,KRAMER," Yeah, but he's doing a lot better now. I've taken him under my wing.",120
8386,JERRY," Oh, then I'm not worried.",120
8387,KRAMER," But he still needs all of our support. Now, when he gets here treat him like he's one of the gang, huh.",120
8388,GEORGE,"  Breakdown, huh?",120
8389,LLOYD, Hey Kramer.,120
8390,KRAMER," Oh, hey Lloyd, hey buddy. ",120
8391,LLOYD, How you doing?,120
8392,KRAMER,  Sit down. ,120
8393,LLOYD, Hi Jerry.,120
8394,JERRY, Lloyd.,120
8395,LLOYD, George.,120
8396,GEORGE," Hello, Lloyd. How you doing?",120
8397,KRAMER," Yeah well, he's doing fine, George.",120
8398,LLOYD,  Gum?,120
8399,JERRY,  That's an interesting package.,120
8400,LLOYD," Yeah, it's from China. Go ahead, try a piece. Tell me that's not the most delicious gum you've ever tasted.",120
8401,KRAMER," Yes, yes. We shall all try a piece and tell you how delicious it is. ",120
8402,LLOYD, George?,120
8403,GEORGE, I don't chew gum.,120
8404,JERRY,"  Mmm, different. Where'd you get it?",120
8405,LLOYD, Friend of mine in Chinatown gave it to me. If you want I can ask him where he got it.,120
8406,JERRY," Nah, don't bother.",120
8407,LLOYD," No, it's no problem.",120
8408,JERRY, I don't want it.,120
8409,KRAMER," Jerry, Jerry. Lloyd says it's no problem. He's capable of locating the gum.",120
8410,JERRY, Alright.,120
8411,KRAMER," Mmm, delicious. This is delicious. Mmm.",120
8412,GEORGE, You know what? I think this Ruthie Cohen gave me the wrong change. Didn't I pay with a twenty? I'm sure I paid with a twenty.,120
8413,ELAINE, Hey.,120
8414,GEORGE, Hey.,120
8415,JERRY, I think I finally figured out what the flavor is in this gum. It's a little lo-mein-y. ,120
8416,ELAINE, What kind is that?,120
8417,JERRY," It's Chinese gum, Lloyd Braun gave me.",120
8418,ELAINE, Lloyd Braun? How's he doing?,120
8419,GEORGE,"  After Dinkins lost the election, he had a complete nervous breakdown. They had to lock him up.",120
8420,ELAINE," You know, that's around the same time I broke up with Lloyd. Y... you don't think that I had anything to do with his breakdown, do you?",120
8421,JERRY," You know, I remember when we parted company, I was babbling incoherently for months.",120
8422,ELAINE," Yeah? Well, I got news for you.",120
8423,GEORGE," The whole time that I was growing up, all I ever heard from my mother was 'Why can't you be more like that Lloyd Braun?'",120
8424,JERRY, And in the end Lloyd Braun became more like you.,120
8425,GEORGE," Right, gotta get going.",120
8426,JERRY, Aren't you coming with us to Spartacus?,120
8427,GEORGE," Nah, I gotta deliver some Christmas presents to my parents.",120
8428,JERRY, I thought your parents were outta town?,120
8429,GEORGE, Why d'you think I'm going now?,120
8430,POP, Georgie!,120
8431,GEORGE," Hey, Mr Lazzari.",120
8432,POP," Back in the old neighborhood, ah?",120
8433,GEORGE," Yeah, yeah. Just delivering some presents to my folks.",120
8434,POP," Oh, snazzy car. Le Baron?",120
8435,GEORGE," Yeah, eighty-three. Used to belong to John Voight.",120
8436,POP," The actor, right?",120
8437,GEORGE, Something like that.,120
8438,POP, Mind if I look under the hood?,120
8439,GEORGE," Oh, no no no no. Go ahead, Pop, you always knew your cars.",120
8440,POP," Oh, Deena! Deena, Deena, l... look who's here.",120
8441,DEENA," George Costanza, is that you?",120
8442,GEORGE," Hey Deena, come on, give us a hug.  Oh my gosh, you look as pretty as you did back in high school.",120
8443,DEENA," Boy, those were some crazy times.",120
8444,GEORGE," Yeah, yeah. Speaking of crazy, did you hear about Lloyd Braun?",120
8445,KRAMER," The Alex was built in nineteen twenty-two, during the golden era of movie palaces. Minor restorations in nineteen forty-one, forty-seven, fifty-two, fifty-eight, sixty-three, and currently to our present period of time.",120
8446,ELAINE," Boy, you're really getting into this aren't you?",120
8447,KRAMER," Yes, yes I am. The icing on the cake would be getting that landmark status from the City. We're hoping Lloyd Braun can pull a few strings.",120
8448,JERRY," Oh, can Lloyd really do that?",120
8449,KRAMER," Lloyd Braun can do anything he puts his mind to. He's fine, Jerry.  And you should say hello to him, Elaine.",120
8450,ELAINE,  What? Lloyd is here?,120
8451,ELAINE," What? No, no, I'd rather...",120
8452,LLOYD, Hi Elaine.,120
8453,ELAINE,"  Lloyd, yes. Hello.",120
8454,LLOYD," Kramer tell you? We reserved some special seats, so we can all sit together.",120
8455,ELAINE,"  Oh, well... I, uh, actually Lloyd, Jerry and I have to sit in the front row, uhm,  because uh, because, because he, he forgot his glasses. So uh, thanks for getting us... uhm, we'll see you afterwards.",120
8456,LLOYD," That was odd. Am I crazy, or does Jerry not wear glasses?",120
8457,KRAMER,"  You're not crazy. Jerry does wear glasses. He just forgot 'em, that's all.  Not crazy.",120
8458,JERRY, We're all the way in the front row. Why couldn't we sit in the special seats?,120
8459,ELAINE," I'm sorry, but I didn't want Lloyd thinking I was leading him on again. Seeing him made me feel very uncomfortable.",120
8460,JERRY," Nah, you don't wanna be uncomfortable.",120
8461,DEENA, Poor Lloyd.,120
8462,GEORGE, I know. Completely bonkers!,120
8463,DEENA," Sorry I can't be so flip about this kind of thing. You know, after what happened to Pop.",120
8464,GEORGE, Pop? What happened to Pop?,120
8465,DEENA, I thought you heard. He had a nervous breakdown last year. That's why I'm taking care of him.,120
8466,POP," Oh, I tell you, they don't build 'em like this any more.",120
8467,GEORGE,"  He uh, he doesn't have the auto shop any more?",120
8468,DEENA," Uhn, it was too much for him.",120
8469,GEORGE,"  Uhm, I, I gotta go.",120
8470,DEENA, What?,120
8471,GEORGE," I just remembered, I gotta be someplace. Yuh-hu-hur, that's enough. Pop. Pop, put down the wrench, Pop.",120
8472,GEORGE, Pop! POP!!,120
8473,LLOYD," 's a great movie, huh?",120
8474,KRAMER, Yeah.,120
8475,LLOYD, Sorry you forgot those glasses.,120
8476,JERRY, I don't know what I was thinking.,120
8477,LLOYD, How'd you like that gum?,120
8478,JERRY,  Errh.,120
8479,KRAMER,"  Ah, he loved it.",120
8480,ELAINE," Hey Kramer, you know what? There, there isn't a light there, in the ladies' room.",120
8481,KRAMER," Yeah, yeah. It's being repaired.",120
8482,ELAINE, Oh. Oh God.,120
8483,LLOYD, You alright?,120
8484,ELAINE," Ah, I sat too close to the screen. Oh. I just gotta stretch out in a hot bath. It was nice to see you again, Lloyd.",120
8485,ELAINE," Officer. Officer, is there some reason this man has to always be using a hose? I mean, he's flooding the sidewalk. It's a waste of water. Couldn't he just use a broom?",120
8486,COP," Lady, you sold me.  Hey, you with the hose.",120
8487,KRAMER," Yeah, put these glasses on.",120
8488,JERRY,"  Well, what's this for?",120
8489,KRAMER," Yeah, well Lloyd, he's gonna be here any minute now.",120
8490,JERRY, So what?,120
8491,KRAMER," Well, he thinks you wear those.",120
8492,KRAMER, They're from the lost and found at the Alex.,120
8493,JERRY," Aw, c'mon Kramer, this is ridiculous. I'm not gonna put these on.",120
8494,KRAMER," Oh. Okay. So he'll just think that the two of you didn't sit with him on purpose. Ooh yeah, that's very nice. Very nice.",120
8495,GEORGE," 'scuse me. I uh, I was in here this morning and uh, I believe I paid you with a twenty dollar bill,  but you only gave me change for a ten.",120
8496,CASHIER, I don't think so.,120
8497,GEORGE," Oh, I think so, and I can prove it. You see, I was doodling on the bill and uh, so if you have a twenty in there with big lips on it... well,  that's mine. Would you mind opening up the register?",120
8498,CASHIER, Not unless you buy something.,120
8499,GEORGE," Fine, I'll buy a pack of gum.",120
8500,LLOYD, Hey George. Thought you didn't chew gum?,120
8501,GEORGE, I don't.,120
8502,CASHIER, Take a look.,120
8503,GEORGE, I know I gave it to you.,120
8504,LLOYD," George, would you mind. I'm kind of in a hurry.",120
8505,GEORGE,  Fine. Fine.  Excuse me.  Think I'm gonna forget about this? I haven't forgotten about this. I don't forget that easily!,120
8506,KRAMER," Hey, Jerry, look who's here.",120
8507,JERRY," Ah, Lloyd.",120
8508,LLOYD, Hi Jerry. Got some more of that gum.,120
8509,JERRY,"  Oh, the gum.",120
8510,KRAMER," Yeah, let's all enjoy a chew, huh?",120
8511,JERRY,"  Uh, alright. ",120
8512,KRAMER," Oh, boy.",120
8513,KRAMER," Now see, this is what the holidays are all about. Three buddies, sitting around, chewing gum, huh? Mmm, mmm, yeah. So uh, you know, Lloyd, he thinks he can get more of this.",120
8514,JERRY," Well, Lloyd's a very industrious fellow. I'm sure he can accomplish anything he sets his mind to.",120
8515,LLOYD," Actually, the importer's right in Chinatown. I'll introduce you to him, you can get it whenever you want.",120
8516,JERRY, 's not necessary.,120
8517,KRAMER," Hey, Jerry, you know, Lloyd wants to do you a favour.",120
8518,JERRY," I know that, Kramer.",120
8519,LLOYD," Well, if you don't want to...",120
8520,KRAMER," No, sure sure, he wants to. It's very kind of you. Yeah, Jerry, he appreciates it. Don't you, Jerry?",120
8521,JERRY," Yes I do, Kramer.",120
8522,LLOYD, So...,120
8523,KRAMER, Yeah?,120
8524,LLOYD," How about that Elaine today, huh?",120
8525,KRAMER," Oh, baby, what was that all about, huh?",120
8526,LLOYD,  She was practically undressing in front of me at the theatre.,120
8527,JERRY, I didn't see anything.,120
8528,KRAMER," Yeah, you uh, really missed a show, buddy. Wooh, ba-boom, ba-boom-ba-ba-ba-boom-ba.",120
8529,DEENA, You're probably wondering why I wanted to see you again.,120
8530,GEORGE," Well, you know.  It's understandable.",120
8531,DEENA," I'm glad you feel that way. Because since my father's breakdown I uh, become very sensitive to the warning signs.",120
8532,GEORGE, Warning signs?,120
8533,DEENA," Nervousness, irritability, paranoia.",120
8534,GEORGE,"  What?  Wh... what're you talking about? I'm not the one with the problem.  Lloyd Braun was in the nuthouse, not me.",120
8535,DEENA," Yet again, taking pleasure in the misfortunes of others.",120
8536,GEORGE, All my friends do that.,120
8537,DEENA," George, I'm only trying to help...",120
8538,DEENA," I'm... I'm concerned. George? George, are you listening to me?",120
8539,GEORGE, You see that woman on the horse? ,120
8540,GEORGE," She stole twenty dollars from me.  Yeah, I might've gotten it back, but Lloyd Braun interfered!",120
8541,DEENA, So again it all comes back to Lloyd.,120
8542,GEORGE,"  Hey! Hey, you!  Come back here!! Don't gallop away!!",120
8543,JERRY, So you say she was on a horse?,120
8544,GEORGE," I'm telling you, that cashier is riding horses on my money.",120
8545,JERRY," Well, here's what I propose. Go down to the stables, snoop around. See if any high-flying cashier's been throwing twenty dollar bills around with big lips.",120
8546,ELAINE, Hey.,120
8547,JERRY," Well, if it isn't Chesty La Rue.",120
8548,ELAINE,  What?,120
8549,JERRY," I was chewing gum with Lloyd Braun, and he was bragging about the peepshow you gave him at the Alex.",120
8550,ELAINE,"  Oh God. I lost a button, so my blouse was wide open. I musta left it at the theatre.",120
8551,JERRY, Maybe it's in the lost and found.,120
8552,ELAINE," Yeah, I know. I have to go check it out. It's a beautiful button too, you know. It's antique ivory. It was my mother's.",120
8553,JERRY," You know, the way you were wolfing down that popcorn, maybe you ate it.",120
8554,KRAMER," Mr Har-harwood. Well, what an unexpected surprise to have you back at the Alex Theatre.",120
8555,HAARWOOD," Well I, I'm in a bit of a quandary. I've misplaced my spectacles.",120
8556,KRAMER," Well, let's look in lost and found, shall we?",120
8557,HAARWOOD, They're half-glasses.,120
8558,KRAMER, Brown?,120
8559,HAARWOOD," Mmm, yes, yes.",120
8560,KRAMER," Uh, yeah. Ah, well if they're not in the box, I'm sure they'll turn up soon. Listen, could you keep an eye on the place? I wanna go out and get some paraffin wax, and bring out the lustre of this vintage countertop.",120
8561,HAARWOOD, Certainly.,120
8562,HAARWOOD, Oh my goodness. What a spanking button.,120
8563,GEORGE,  Alright. Alright.,120
8564,GEORGE,"  Hang on, it's warming up!",120
8565,GEORGE,  Oh you mother...,120
8566,GEORGE, Hey! What is your problem?,120
8567,GEORGE," Oh, hello, it's you!  Listen lady, I got six minutes left on that meter, and I'm not budging til you admit you stole my twenty dollars.  Huh-hu-hur, you're not so tough when you're not on your horse, are you Ruthie?",120
8568,CASHIER, Your car's on fire.,120
8569,GEORGE, Aah! Fire!,120
8570,CASHIER,  Merry Christmas!,120
8571,GEORGE,  Fire!!,120
8572,GEORGE, Your hose! Where's your hose?!,120
8573,FLORIST, Cop made me disconnect it.,120
8574,KRAMER," Jeez! What happened to your car, buddy?",120
8575,GEORGE, The Jon Voight car is no more.,120
8576,KRAMER," Wow. Well, don't you sweat it. You can use my car any time you want to.",120
8577,GEORGE, No kidding?,120
8578,KRAMER, No kidding.,120
8579,GEORGE," Hey, thanks. I owe you a big one.",120
8580,KRAMER," Yeah, merry Christmas.",120
8581,GEORGE,  Whatever.,120
8582,JERRY," Alright, I'm here. Where's Braun?",120
8583,KRAMER," What, he's not here yet?",120
8584,JERRY," Look, I'll go downtown to Chinatown with him, but that is it!",120
8585,KRAMER," Listen, I'm gonna need those glasses.",120
8586,JERRY, Why?,120
8587,KRAMER, They're Geoffrey Haarwood's.,120
8588,KRAMER,"  Here, try this pair.",120
8589,JERRY," Aw, these are really strong glasses.",120
8590,LLOYD, Hey gum-buddy. Nice frames. You ready to go?,120
8591,JERRY,"  Yeah, yeah.",120
8592,KRAMER,"  Oh yeah, he's all ready to go.",120
8593,LLOYD, Anybody see Elaine today?,120
8594,KRAMER," Oh yeah, she called a little earlier. She's coming over to check out lost and found.",120
8595,LLOYD," Maybe I'll stick around and see what she's wearing today. Or not wearing, if you know what I mean.",120
8596,JERRY, Absolutely. Let's just stick around.,120
8597,LLOYD," Ah, tell you what, they're expecting us though. Lemme just grab a hotdog here.",120
8598,KRAMER," Uh, yeah.",120
8599,LLOYD," I'd like a hotdog, please.",120
8600,ATTENDANT, Are you outta your mind?,120
8601,KRAMER, Wh...wh...wh... what's the problem here?,120
8602,ATTENDANT, This hotdog's been here since the silent era. You'd have to be insane to eat it.,120
8603,KRAMER," No, no, no, no, no. This man is not insane. Now there's nothing wrong with it or you.",120
8604,LLOYD," Kramer, maybe...",120
8605,KRAMER," No, no, no, no. I'll show you.  One hotdog please.",120
8606,ATTENDANT,  Okay.,120
8607,KRAMER," Mmm, doesn't that smell good, huh?",120
8608,KRAMER," Yeah, here we go, yeah.  Mmm, oh. That's delicious. Mmm. It's a perfectly sane food to eat. ",120
8609,KRAMER," Uhm, interesting texture. It's chewy.  I gotta get, some air.",120
8610,ELAINE," Excuse me. 'scuse me, weren't you told to stop using that hose?",120
8611,FLORIST, How would you happen to know that?,120
8612,ELAINE," Well, uhm... I...",120
8613,FLORIST,"  You're that lady that was talking to the cops, aren't you?",120
8614,ELAINE, Uh... I...,120
8615,VOICE ," Hey, Joe!",120
8616,ELAINE," No, wait! You're soaking me, you're soaking me!",120
8617,ELAINE, Hey. Hey everybody.,120
8618,LLOYD," Whoah, Elaine! Once again, you've managed to top yourself. C'mon Jerry, let's go. Car's out front.",120
8619,JERRY, Lloyd?,120
8620,JERRY, Lloyd?,120
8621,ELAINE,  What is Lloyd's problem?,120
8622,KRAMER," Look, honey, I know you're trying to get Lloyd to notice you, but this is too much. Parading around in a wet T-shirt.",120
8623,ELAINE," Uhh, I got sprayed with a hose.",120
8624,KRAMER," Yeah, well, I'm sorry, but the Alex is a family theatre, not one of your swing joints.",120
8625,DEENA," So, you want my father to pay for this?",120
8626,GEORGE, You saw him. He was fiddling with the engine. God knows what he did there.,120
8627,DEENA, And I suppose Lloyd Braun had something to do with it too.,120
8628,GEORGE," No, not Lloyd Braun. But the cashier.",120
8629,DEENA, What cashier?,120
8630,GEORGE, You remember the woman on the horse? She wanted my spot.,120
8631,DEENA, To park her horse?,120
8632,GEORGE," No, she wasn't on the horse.",120
8633,DEENA," So, your car caught fire because of my father and the woman on the horse?",120
8634,GEORGE, That's right.,120
8635,GEORGE,  And him!,120
8636,DEENA, The man with the flowers?,120
8637,GEORGE," Yeah, yeah, the flower guy. Listen, I know this all sounds a little crazy, but...",120
8638,GEORGE," I can't believe it. Look, that's Jerry Seinfeld.",120
8639,DEENA, Who?,120
8640,GEORGE, Jerry Seinfeld. My best friend. He can explain all of this.  Jerry.,120
8641,GEORGE, Jerry! Over here Jerry. It's me!,120
8642,GEORGE," Jerry, where y'going? It's... what're...",120
8643,DEENA,  That was your best friend?,120
8644,GEORGE," Yeah, yeah, but he doesn't wear glasses.",120
8645,DEENA, That man was wearing glasses.,120
8646,GEORGE, I know. Don't you see.  He was doing it to fool Lloyd Braun!,120
8647,LLOYD, I'll run in and get the gum.,120
8648,JERRY, Alright.,120
8649,LLOYD, Got any money?,120
8650,JERRY,  Here.,120
8651,LLOYD,  I'll be back.,120
8652,GEORGE," Look, Deena, I know you think I'm crazy, but I'm not. This is just a series of bad coincidences.",120
8653,DEENA," I don't know, George. I don't know what to believe.",120
8654,GEORGE," Believe me, I am not crazy.",120
8655,DEENA," Well, I guess it's possible.",120
8656,LLOYD, Here y'go.,120
8657,JERRY,  Got all this?,120
8658,LLOYD, Yeah. A hundred dollar's worth.,120
8659,JERRY,  I gave you a hundred dollars?!,120
8660,LLOYD," You sure did. Am I crazy, or is that a lotta gum?",120
8661,JERRY, It's a lotta gum!,120
8662,KRAMER, Mr Hararwood. Found your glasses.,120
8663,HAARWOOD," Oh, splendid. Welcome to the Institute for the Preservation of Motion Picture Costumes and Wardrobe.",120
8664,KRAMER," Ah, the I.P.M.P.C.W.",120
8665,HAARWOOD," Well eh, we prefer to call it the Institute.",120
8666,KRAMER, Is that from Henry the Eighth?,120
8667,HAARWOOD," Yes, yes, it is.",120
8668,KRAMER," Well, you know, we're screening that tonight at the Alex. Do you think that I could wear that to promote the theatre?",120
8669,HAARWOOD," Well, I... I'd love to lend it to you, but I doubt if it would fit a man of your impressive, Raymond Massey-like, physique. The only person who could really fit into this costume, would have to be a short, stocky, man of somewhat generous proportions.",120
8670,KRAMER,  You don't say.,120
8671,KRAMER," You're really helping me out with this, buddy. Kids are gonna be so thrilled.",120
8672,GEORGE," Yeah, yeah. You really cashed in on that favor pretty quick.",120
8673,KRAMER," Remember, you're a king, you must project a Royal bearing.",120
8674,GEORGE,"  Oh, I'm gonna give you a Royal bearing. Wait a minute, wait a minute. Lemme get a pack of gum here.",120
8675,GEORGE,"  Can I get a pack of gum, please?",120
8676,GUY," I beg your pardon, your majesty, but we don't accept bills with lipstick on the president.",120
8677,GEORGE," What? Huh, so I had it all along. How d'you like that?  I guess I owe that cashier an apology.",120
8678,DEENA, Oh my God!,120
8679,GEORGE," No, no. Deena, it's not what you think.",120
8680,GEORGE, Th... this isn't mine.,120
8681,GEORGE, I got it from the Institute. The Institute.,120
8682,GEORGE,  Dee... Deena!,120
8683,KRAMER," Ahh, Mr Haarwood. Well, you certainly know how to dress for a premiere.",120
8684,HAARWOOD," Well, thank you. Uh, where is your friend King Henry?",120
8685,KRAMER," Oh, he ran away.",120
8686,LLOYD, Hey Kramer.,120
8687,KRAMER, I need to talk to you.,120
8688,ELAINE," You know, that button looks very familiar.",120
8689,HAARWOOD," Yes, it, it, it's antique ivory.",120
8690,ELAINE," I, I think that's my button.  You know, I've been looking all over for it. Did, did you find it here?",120
8691,HAARWOOD," Yes, it was in the lost and found.",120
8692,ELAINE, Shall I undo it?,120
8693,HAARWOOD," Oh yes, of course you can.",120
8694,ELAINE," Oh, thank you.",120
8695,HAARWOOD, I'm a little ticklish.,120
8696,ELAINE," Oh.  Tickle, tickle.",120
8697,LLOYD, We've really gotta get that Elaine a boyfriend.,120
8698,KRAMER," Oh, tell me about it.",120
8699,ELAINE,"  I can't believe I'm going out with this guy. Wow! He's so cool. Maybe he'll write a song about me. That would be amazing. Oh, Elaine, you are so beautiful. So, so beautiful. Not so mention your personality which is so, so, interesting. If you want, you can quit your job and never work again.",121
